netId,name,year,major,minor,taggedPref,prefTimeComm
dgonz40,Mitchell Gonzalez,2,Computer Science,Data Science,Social,10+ hours
bbrow50,Sally Hill,4,Biology,Women's Studies,Academic,10+ hours
mcars51,Mrs. Rebecca Ritter MD,4,Biology,Environmental Studies,Professional,1-3 hours
mlope10,Michael Jenkins,3,Political Science,Journalism,Social,5-10 hours
lsali34,Julie Casey,1,History,Women's Studies,Academic,3-5 hours
amoor98,Troy Larson,1,History,Art History,Professional,10+ hours
mthom80,Benjamin Campbell,1,Computer Science,Journalism,Cultural,10+ hours
amoon28,Tyler Ward,1,Mathematics,Neuroscience,Cultural,3-5 hours
jmitc81,Elizabeth Garner,1,Physics,Music,Cultural,3-5 hours
crosa25,Steven Aguirre,4,Communications,Spanish,Arts,1-3 hours
shend55,Christine Davis,1,Art,Art History,Arts,10+ hours
sknox63,David Watkins,2,Political Science,Linguistics,Cultural,5-10 hours
aande17,Katelyn Hernandez,4,Biology,Statistics,Arts,10+ hours
mtayl81,Lisa Barton,1,English,Environmental Studies,Media,10+ hours
cstew63,Charlene Klein,2,Mathematics,Business,Media,1-3 hours
pglas40,Amy Coleman,2,Mathematics,Business,Media,10+ hours
djohn40,Robin Anderson,2,Music,Sociology,Social,3-5 hours
npett19,Diane Sanchez,4,Business,Statistics,Technical,1-3 hours
jlee55,Jack Lozano,4,Art,Music,Academic,10+ hours
pharr42,Kimberly Castro,4,Chemistry,Women's Studies,Arts,5-10 hours
kedwa37,John George,1,Music,Theatre,Arts,3-5 hours
kalex33,Jesus Hernandez,3,Engineering,Journalism,Cultural,3-5 hours
cschm16,Anthony Sherman,4,Art,Statistics,Arts,3-5 hours
cburn59,Kimberly Bray,1,Computer Science,Anthropology,Cultural,5-10 hours
dmayn17,Marcus Torres,4,Computer Science,Business,Professional,10+ hours
jacos58,Mr. Charles Pugh,4,History,Data Science,Technical,5-10 hours
alewi45,Zachary Williams,4,Computer Science,Anthropology,Social,10+ hours
rhowe3,Jessica Steele,2,Mathematics,Neuroscience,Social,5-10 hours
treed96,Kevin Pena,2,Music,Music,Media,1-3 hours
glewi80,Amber Nixon,2,Economics,Neuroscience,Academic,1-3 hours
awash67,Sandra Woods,4,English,Environmental Studies,Technical,10+ hours
jhaye41,Michelle Dodson,2,Computer Science,Music,Social,10+ hours
gcrai6,Christopher Hill,2,Biology,Sociology,Cultural,5-10 hours
mwood81,Harry Kennedy,4,Chemistry,Women's Studies,Arts,10+ hours
mmora89,Sheri Carrillo,2,Business,Art History,Technical,1-3 hours
acort83,Derrick Smith,3,Communications,Journalism,Professional,1-3 hours
ahamm11,Sandy Barrett,2,Computer Science,Data Science,Arts,3-5 hours
wrive94,Jacob Wise,3,Computer Science,Music,Cultural,3-5 hours
csell86,Jennifer Gomez,1,Psychology,Art History,Arts,3-5 hours
jmcma90,Zoe Anderson,2,Economics,Data Science,Cultural,5-10 hours
dmart9,Nathan Martin,4,Art,Philosophy,Media,3-5 hours
rflow23,Julie White,4,Computer Science,Environmental Studies,Academic,5-10 hours
bgonz71,Blake Smith,3,Mathematics,Data Science,Media,10+ hours
bpark42,Jason Ramos,4,Psychology,Art History,Cultural,10+ hours
pdavi65,Angela Cooper,3,Mathematics,Sociology,Professional,5-10 hours
pguti78,Mandy Green,3,Engineering,Data Science,Technical,3-5 hours
mbald17,Connor Guerra,4,History,Statistics,Professional,1-3 hours
lmonr83,Timothy Lin,3,Psychology,Philosophy,Cultural,10+ hours
morti80,Stephanie Martinez,2,Mathematics,Women's Studies,Social,1-3 hours
jgood46,Heather Roman,3,Economics,Data Science,Technical,3-5 hours
nchan27,Cheryl Nguyen,1,Chemistry,Anthropology,Technical,1-3 hours
mmore74,Rebecca Mullins,2,Psychology,Business,Technical,5-10 hours
swall1,Rachel Burke,3,Chemistry,Business,Arts,1-3 hours
sharp19,Terry Arnold,2,Political Science,Neuroscience,Academic,1-3 hours
kgarn54,Michael Ramos,1,Biology,Environmental Studies,Media,1-3 hours
cdiaz64,Brian Henry,1,Mathematics,Art History,Professional,1-3 hours
ajone51,Kimberly James,1,Psychology,Sociology,Social,1-3 hours
nmore61,Robert Hunt,2,Chemistry,Music,Professional,10+ hours
mperr70,Jerome Allison,4,English,Environmental Studies,Professional,1-3 hours
kroge54,Michelle Sutton,1,History,Data Science,Technical,1-3 hours
lharr70,Catherine Bean,4,English,Statistics,Social,3-5 hours
ljone60,Joseph Scott,2,Economics,Sociology,Social,3-5 hours
wparr55,Michelle Mcdonald,1,Communications,Neuroscience,Cultural,3-5 hours
msing45,Sarah Cox,3,Physics,Business,Arts,3-5 hours
spere9,Jeffrey Le,4,Art,Spanish,Technical,5-10 hours
kday41,Karen Ruiz,4,Political Science,Statistics,Media,5-10 hours
tfish60,Rebecca Kirk,2,Business,Music,Cultural,3-5 hours
bfuen46,Walter Franklin,4,Chemistry,Spanish,Professional,3-5 hours
kburc92,Theresa Wolfe,3,History,Sociology,Social,3-5 hours
cpowe26,Kimberly Crawford,1,English,Linguistics,Professional,3-5 hours
abowe86,Stephanie West,4,English,Theatre,Arts,3-5 hours
amedi15,Raymond Smith,1,Computer Science,Music,Academic,3-5 hours
srami59,Kimberly Curry,2,Music,Neuroscience,Social,3-5 hours
cbest45,Kimberly Brown,4,Economics,Linguistics,Technical,10+ hours
fhaye63,Amanda Craig,1,Political Science,Journalism,Arts,5-10 hours
mmora24,John Valdez,3,Mathematics,Data Science,Professional,5-10 hours
mjone78,Bruce Sanders,3,Art,Women's Studies,Professional,10+ hours
rgonz37,Kenneth Garcia,2,History,Business,Social,10+ hours
msnyd41,Alicia Baker,1,Computer Science,Neuroscience,Professional,3-5 hours
jaria22,Mr. Michael Wu,2,Psychology,Art History,Technical,1-3 hours
mhart34,Victoria Thomas,4,Mathematics,Anthropology,Professional,3-5 hours
treye82,Erin Campbell,1,Physics,Theatre,Professional,5-10 hours
csoto51,Daniel Greene,4,Art,Data Science,Professional,1-3 hours
rmuel12,Nicole Hall,3,Business,Business,Cultural,3-5 hours
dhorn70,Edward Atkinson,4,Business,Journalism,Cultural,5-10 hours
twill81,Robert Gonzalez,2,Business,Art History,Social,1-3 hours
jholm5,Mary Morgan,1,Music,Journalism,Technical,10+ hours
aespi12,Rachel Clark,4,Music,Statistics,Professional,10+ hours
ahoov98,Kimberly Klein MD,3,Engineering,Anthropology,Arts,3-5 hours
bmill52,Richard Moses,3,Biology,Women's Studies,Media,1-3 hours
welli20,Nicholas Walker,2,Music,Sociology,Media,3-5 hours
ajohn56,Erin Taylor,3,Mathematics,Linguistics,Media,10+ hours
egree93,Mary Wall,3,Political Science,Spanish,Professional,10+ hours
jrive33,Zachary Taylor,2,Music,Spanish,Academic,3-5 hours
mlee95,Michael Mcdonald,2,Mathematics,Anthropology,Cultural,1-3 hours
rmacd78,Charles Hardy,4,Biology,Statistics,Media,1-3 hours
jwils60,Daisy Aguilar,3,History,Philosophy,Technical,10+ hours
mdixo37,Hayden Torres,3,Physics,Music,Academic,5-10 hours
jruiz98,Christopher Evans,4,Psychology,Art History,Media,1-3 hours
ttuck23,Michelle Floyd,4,Mathematics,Neuroscience,Academic,5-10 hours
anort89,Ronald Lopez,4,Political Science,Statistics,Social,5-10 hours
stayl45,Jessica Marshall,4,Economics,Neuroscience,Academic,3-5 hours
djenk68,Todd Hill,4,Physics,Sociology,Academic,5-10 hours
ctayl14,Bradley Davidson,2,Mathematics,Business,Arts,5-10 hours
pwhit22,Jennifer David,3,Computer Science,Neuroscience,Academic,10+ hours
aclar78,Allison Patterson,1,English,Music,Professional,5-10 hours
ehall23,Travis Davis,2,Business,Philosophy,Social,1-3 hours
agonz29,Joseph Snyder,3,Political Science,Music,Social,1-3 hours
jgeor80,Kayla Brown,4,Communications,Spanish,Academic,1-3 hours
asull36,Teresa Smith,2,Mathematics,Environmental Studies,Technical,10+ hours
mbarn61,Marcus Caldwell,1,Chemistry,Data Science,Cultural,5-10 hours
clync52,Mr. Joshua Wheeler,2,Biology,Spanish,Academic,10+ hours
jport40,Tyler Stephenson,3,Political Science,Philosophy,Social,1-3 hours
nreye21,Anthony Christensen,1,Engineering,Business,Media,3-5 hours
dcoop8,Raymond Branch,2,Computer Science,Music,Professional,3-5 hours
msmit95,Paul Johnson,2,Chemistry,Statistics,Media,10+ hours
rhaye18,Tracy Clark DDS,1,History,Environmental Studies,Academic,1-3 hours
sgarc5,Crystal Patel,4,Mathematics,Anthropology,Technical,3-5 hours
dadam64,Jody Ward,1,Mathematics,Environmental Studies,Academic,10+ hours
nwelc6,Kevin Moore,1,Art,Women's Studies,Technical,10+ hours
tkenn4,James Schroeder,1,Political Science,Journalism,Social,10+ hours
cthor73,Charles Garcia,4,Art,Neuroscience,Cultural,10+ hours
nfros77,Christian Carrillo,2,Mathematics,Spanish,Media,5-10 hours
jhaye52,Edward Rodriguez,3,Mathematics,Theatre,Arts,5-10 hours
crodg5,Emily Simpson,4,Mathematics,Philosophy,Arts,5-10 hours
sharp74,Jared Perez,3,Economics,Statistics,Media,1-3 hours
sfred33,Nathan Wells,2,Mathematics,Linguistics,Academic,5-10 hours
bfran7,Stephanie Greene,1,Music,Statistics,Technical,3-5 hours
slewi21,Tracy Joseph,1,Chemistry,Music,Academic,5-10 hours
cmill81,Roberto Burton,2,Biology,Philosophy,Media,10+ hours
cjack5,Isabella Rhodes,1,History,Sociology,Professional,1-3 hours
cwatt85,Cathy Cruz,3,History,Linguistics,Professional,3-5 hours
smora14,Alicia Crawford,3,Psychology,Statistics,Arts,5-10 hours
tstev92,Brandon Young,4,Psychology,Data Science,Cultural,5-10 hours
mwhit11,Jennifer Robinson,1,English,Philosophy,Media,10+ hours
kbish37,Patrick Miller,4,Political Science,Philosophy,Technical,1-3 hours
cmcki25,Jacob Flowers,1,English,Women's Studies,Arts,1-3 hours
astaf90,Stephanie White,4,Business,Data Science,Technical,10+ hours
cware97,Robert Miller,1,Biology,Business,Professional,10+ hours
jvarg82,Erik Smith,3,Political Science,Theatre,Professional,1-3 hours
rhopk93,Charles Coleman,3,English,Sociology,Media,5-10 hours
mrodr50,Eric Duncan,3,Mathematics,Business,Media,5-10 hours
slope79,John Ayala,3,Political Science,Women's Studies,Technical,10+ hours
mdoyl11,Daniel Sanchez,4,Mathematics,Art History,Cultural,5-10 hours
jclar5,Alexander Black,3,English,Art History,Social,10+ hours
jestr47,Jessica Smith,4,Chemistry,Environmental Studies,Social,5-10 hours
rjohn72,Brian Campbell,3,Business,Anthropology,Academic,3-5 hours
cyoun39,Terri Banks,1,Physics,Spanish,Arts,5-10 hours
sridd17,Christopher Taylor,1,Economics,Anthropology,Academic,1-3 hours
ajohn20,Eric Yates,3,History,Neuroscience,Social,5-10 hours
rhous69,Briana Hammond,4,Business,Women's Studies,Arts,5-10 hours
kthom65,Elizabeth Gardner,4,Mathematics,Environmental Studies,Media,10+ hours
asnow6,Steven Soto,4,Art,Environmental Studies,Social,10+ hours
jlewi31,Daniel Dickerson,1,History,Sociology,Arts,5-10 hours
dmald94,Jessica Rodriguez,2,Business,Theatre,Professional,3-5 hours
kstev13,Christy Daniels,4,History,Music,Cultural,1-3 hours
krice6,Katherine Sullivan,1,Art,Environmental Studies,Technical,1-3 hours
kcoop74,Jennifer Perez,2,Psychology,Neuroscience,Social,3-5 hours
sflow30,Kelly Garcia,4,English,Linguistics,Social,1-3 hours
showa78,Courtney Rivera,2,Psychology,Anthropology,Technical,10+ hours
adani82,James Smith,4,Chemistry,Philosophy,Cultural,1-3 hours
kpark23,Cody Watson,4,English,Art History,Social,10+ hours
sbish34,Andrew Sullivan,3,History,Anthropology,Academic,3-5 hours
sdani75,Shannon Torres,1,Economics,Anthropology,Media,5-10 hours
treed73,Vicki Gross,1,Economics,Women's Studies,Cultural,5-10 hours
vbarn46,Mrs. Tammy Hunt,2,Communications,Journalism,Professional,10+ hours
sharr37,Tina Mclean,3,Communications,Statistics,Professional,3-5 hours
kjone58,Aaron Orr,3,Physics,Neuroscience,Academic,10+ hours
chend19,Jason Kennedy,1,Biology,Neuroscience,Academic,10+ hours
mjohn68,Cristian Velazquez,3,Chemistry,Sociology,Media,5-10 hours
cmack11,Brittney Wade,4,Physics,Theatre,Professional,1-3 hours
mperr84,Juan Osborne,3,Physics,Women's Studies,Cultural,10+ hours
jnels14,Donna Smith,2,Economics,Sociology,Academic,3-5 hours
asoto55,Jennifer Henderson,2,Engineering,Theatre,Media,10+ hours
nmuno57,Adrian Gould,4,Biology,Statistics,Cultural,10+ hours
rhuyn61,Kristen Mejia,3,Computer Science,Theatre,Technical,3-5 hours
dgain59,Virginia Steele,1,Mathematics,Anthropology,Technical,5-10 hours
rbake35,Brandy Russell,4,Chemistry,Neuroscience,Social,10+ hours
rjone24,Gregory Simmons,4,Engineering,Anthropology,Media,10+ hours
tacev3,Brenda Aguilar,1,Chemistry,Theatre,Media,1-3 hours
docon61,Mr. Daniel King,3,Biology,Business,Cultural,10+ hours
mkent59,Scott Hoover,1,Biology,Art History,Media,5-10 hours
pclem33,Daniel Oliver,4,Psychology,Neuroscience,Cultural,3-5 hours
nalva77,Melody Mcmahon,1,Physics,Philosophy,Social,5-10 hours
arami22,Denise Henry,1,Biology,Theatre,Technical,5-10 hours
jwhit77,Julie Wright,3,English,Journalism,Cultural,5-10 hours
bholl80,Stephanie Gonzales,4,Psychology,Philosophy,Professional,5-10 hours
psmit5,Frank Carter,3,Chemistry,Art History,Arts,10+ hours
lsmit36,Scott Ortiz,4,Communications,Statistics,Technical,10+ hours
rperk60,Holly Rose,4,Computer Science,Statistics,Technical,10+ hours
kbrow82,David Cobb,3,Business,Sociology,Academic,1-3 hours
vashl95,Stephanie Brown,1,Physics,Statistics,Technical,5-10 hours
vgarc88,Erica Martin,4,Psychology,Statistics,Professional,1-3 hours
lshie68,Brett Chase,2,Psychology,Statistics,Technical,1-3 hours
sbake32,Tracy Owens,1,Engineering,Philosophy,Professional,3-5 hours
kwrig72,David Kelly,2,History,Journalism,Technical,1-3 hours
anguy91,Jessica Johnson,4,Music,Music,Social,10+ hours
ahart97,Mark Collins,4,Communications,Theatre,Cultural,1-3 hours
smart88,Wanda Maldonado,3,English,Neuroscience,Arts,1-3 hours
acruz16,Nancy Williams,3,Engineering,Sociology,Social,5-10 hours
cjone82,Yvette Ball,3,Psychology,Music,Academic,3-5 hours
tmcin5,Michael Powell,1,Computer Science,Theatre,Cultural,10+ hours
jbrau83,Ryan Rodgers,1,Physics,Theatre,Social,1-3 hours
cande23,Mary Cox,4,Music,Business,Cultural,5-10 hours
sbenj50,Timothy Luna,1,Art,Statistics,Cultural,10+ hours
mjack51,Nicholas White,2,Chemistry,Philosophy,Cultural,10+ hours
bmart35,Shawn Moore,1,Chemistry,Business,Technical,1-3 hours
ajame46,Marissa Perkins,1,Music,Data Science,Media,3-5 hours
smeye15,Karen Washington,2,Chemistry,Philosophy,Arts,10+ hours
eande50,Marc Mccall,4,Communications,Neuroscience,Media,3-5 hours
jgeor20,Ms. Caitlin Walsh,2,Art,Data Science,Media,3-5 hours
mgard33,Daniel Morrison,1,Biology,Art History,Media,1-3 hours
sdavi59,Linda Bean,1,Psychology,Spanish,Technical,3-5 hours
arams1,Andre Mcgee,2,Business,Music,Social,1-3 hours
agonz78,Kevin Cox,4,Engineering,Theatre,Media,1-3 hours
gkent1,Tammy Larsen,2,Computer Science,Data Science,Professional,10+ hours
tthom44,Alicia Hawkins,1,Physics,Business,Media,5-10 hours
tsmit95,Nicole Adams,2,Chemistry,Statistics,Cultural,5-10 hours
kmart40,Stephanie Cole,3,English,Music,Arts,10+ hours
hcerv58,Maria Mason,1,Art,Theatre,Cultural,5-10 hours
rbook89,Timothy Anderson,2,Physics,Business,Arts,10+ hours
mlitt57,William Jacobs,4,Economics,Journalism,Media,5-10 hours
fyoun81,Kelly Bowen,3,Music,Theatre,Professional,10+ hours
spere29,Jason Allen,1,Economics,Neuroscience,Social,1-3 hours
sharr10,Michael Lynch,2,Psychology,Anthropology,Media,5-10 hours
llawr14,Brenda Garza,3,Political Science,Journalism,Media,5-10 hours
stayl38,Diana Kim,4,Music,Spanish,Cultural,3-5 hours
jmart57,Amy Le,4,Chemistry,Philosophy,Media,1-3 hours
rhard88,James George,3,Economics,Music,Media,3-5 hours
blowe11,Miguel Thomas,1,Engineering,Anthropology,Arts,10+ hours
ddavi39,Scott Webster,4,Communications,Theatre,Media,1-3 hours
eharm75,Scott Moore,3,Economics,Theatre,Professional,10+ hours
dhamm8,Peter Stevens,2,Communications,Statistics,Arts,10+ hours
jlowe24,Patrick Franco,1,Art,Theatre,Social,10+ hours
choov65,Ann Wallace,2,Biology,Business,Arts,5-10 hours
mevan29,Jacob Simpson,4,English,Spanish,Technical,1-3 hours
njohn74,Michael Martin,4,Art,Theatre,Technical,3-5 hours
ghowa5,Melinda Kirk,2,Psychology,Statistics,Technical,3-5 hours
mmcgr83,Becky Mayo,2,Mathematics,Environmental Studies,Arts,10+ hours
jwall56,Angela Baker,2,Mathematics,Data Science,Cultural,10+ hours
jthom44,Eric Rivera,3,Economics,Music,Arts,3-5 hours
cperr25,Crystal English,2,Physics,Journalism,Social,10+ hours
mheat81,Ann Neal,1,Music,Linguistics,Media,5-10 hours
vking58,Alyssa Doyle,1,History,Sociology,Academic,3-5 hours
mlyon96,David Potter,3,Mathematics,Environmental Studies,Academic,3-5 hours
jgree21,Renee Bradford,2,English,Sociology,Academic,10+ hours
mbish60,Samantha Anderson,1,Communications,Women's Studies,Academic,1-3 hours
jhill15,Kristina Yu,1,Chemistry,Business,Technical,1-3 hours
bwils37,Jenna Jones,3,History,Art History,Technical,5-10 hours
mbrad47,Christina Crawford,2,Mathematics,Theatre,Arts,5-10 hours
khall33,Karen Fuentes,4,Economics,Music,Professional,10+ hours
jjone41,Frank Reyes,4,Art,Linguistics,Social,1-3 hours
mreye48,John Webb,2,Mathematics,Journalism,Technical,1-3 hours
rlee89,Paul Cook,4,Psychology,Statistics,Academic,10+ hours
cvinc42,Kenneth Gomez,2,English,Music,Arts,10+ hours
rgill13,Leah Johnson,1,Psychology,Journalism,Professional,3-5 hours
fpete89,Tina Williams,4,Engineering,Music,Cultural,5-10 hours
cburt49,Richard Hughes,1,English,Music,Technical,10+ hours
mmore90,Adam Norris,1,Physics,Spanish,Academic,3-5 hours
mvazq61,Jeffery Evans,2,Communications,Art History,Media,10+ hours
mgood77,Kathryn Walker,3,Business,Theatre,Media,10+ hours
pjone47,Caleb Goodman,1,Political Science,Anthropology,Social,5-10 hours
mhodg68,Anne Hart MD,4,Computer Science,Environmental Studies,Media,5-10 hours
mgibs45,Deborah Pineda,4,Computer Science,Business,Media,3-5 hours
rharr18,Albert Mendoza,4,Music,Women's Studies,Cultural,3-5 hours
nsmit4,Kevin Cox,1,Mathematics,Data Science,Arts,3-5 hours
jwils10,Erica Thompson,2,Biology,Music,Professional,5-10 hours
sjame81,Maria Flores,1,History,Music,Cultural,10+ hours
apark99,Jacqueline Ford,3,Psychology,Environmental Studies,Social,3-5 hours
jmaso38,Richard Wilkins,2,English,Statistics,Academic,1-3 hours
mdavi32,Edward Tate,2,Music,Women's Studies,Cultural,5-10 hours
fdela13,David Frazier,4,Economics,Theatre,Social,3-5 hours
awill50,Jasmine Roy,3,Political Science,Neuroscience,Technical,10+ hours
kboyl42,Donald Jones,4,Biology,Statistics,Arts,1-3 hours
arodr63,Kyle Contreras,3,Mathematics,Neuroscience,Arts,5-10 hours
kcarl40,Amanda Villa,3,Chemistry,Spanish,Professional,3-5 hours
dlope85,Miranda Proctor,4,Music,Spanish,Arts,5-10 hours
amill45,Manuel Peterson,2,Chemistry,Environmental Studies,Social,3-5 hours
sbren10,Amber Sandoval,2,Computer Science,Statistics,Technical,3-5 hours
aowen78,Rhonda Taylor,1,Political Science,Journalism,Social,5-10 hours
tbake89,David Williams Jr.,2,Biology,Statistics,Cultural,10+ hours
tnich11,Lori Davis,1,Physics,Women's Studies,Media,1-3 hours
cluna18,Shane Newman PhD,3,Communications,Journalism,Cultural,3-5 hours
kdura44,Kathleen Powell,1,Economics,Philosophy,Arts,5-10 hours
mpier68,Hannah Little,3,Computer Science,Theatre,Social,3-5 hours
breye64,Kristen Tran,3,Art,Anthropology,Social,10+ hours
pmerr68,Jacqueline Pena,3,Physics,Spanish,Media,3-5 hours
dherr43,Jennifer Johnson,1,Mathematics,Music,Technical,1-3 hours
cmcmi24,Nancy Bailey,4,Chemistry,Sociology,Arts,1-3 hours
bdunn89,Mitchell Perez,1,Communications,Women's Studies,Professional,3-5 hours
asmit98,Heather Reynolds,4,Art,Anthropology,Professional,3-5 hours
jpear99,Danny Smith,1,Mathematics,Theatre,Social,3-5 hours
jpere75,Kelly Rodriguez,2,Biology,Philosophy,Media,10+ hours
jyoun70,Allen Bernard,1,Business,Sociology,Cultural,1-3 hours
msull39,Christine Hill,4,Music,Spanish,Technical,5-10 hours
chayn32,Jennifer Delacruz,2,Political Science,Sociology,Technical,10+ hours
rcont25,Kimberly Sawyer,1,Music,Linguistics,Social,5-10 hours
mcerv97,Brenda Patterson,2,Music,Music,Professional,10+ hours
tblac35,Maria Cortez,4,Computer Science,Statistics,Arts,3-5 hours
delli88,Carolyn West,2,Biology,Philosophy,Social,5-10 hours
magui32,Daniel Mckenzie,1,Art,Theatre,Professional,10+ hours
dsmit24,Joseph Stein,3,Mathematics,Environmental Studies,Professional,3-5 hours
kthom3,Victoria Shepherd,2,Computer Science,Linguistics,Academic,3-5 hours
aturn78,Kristen Baker,4,Computer Science,Philosophy,Academic,10+ hours
kfull41,Patrick Fleming,4,Biology,Music,Professional,5-10 hours
ljone65,Kara Bell,2,Art,Anthropology,Social,3-5 hours
sdalt51,Joe Cook,3,History,Journalism,Professional,10+ hours
cwatk41,Mr. Ricardo Martin,1,Computer Science,Environmental Studies,Technical,3-5 hours
joliv22,Rachel Barrera,1,History,Women's Studies,Media,5-10 hours
lhill91,Cheryl Hutchinson,3,Computer Science,Journalism,Technical,3-5 hours
sbrow72,Stacey Curry,1,Political Science,Linguistics,Media,5-10 hours
cyoun49,Sandra Ballard,1,Mathematics,Sociology,Social,3-5 hours
hyoun30,Timothy Alexander,2,Mathematics,Music,Social,5-10 hours
vspen61,Kelly Henry,4,History,Linguistics,Professional,3-5 hours
twils78,Raymond Jennings,1,Chemistry,Business,Media,3-5 hours
cstev27,Perry White,3,Political Science,Statistics,Professional,1-3 hours
kcamp24,Kristen Townsend,4,Psychology,Data Science,Academic,5-10 hours
ajeff19,Jennifer Fisher,4,History,Philosophy,Academic,5-10 hours
pproc85,Spencer Green,1,Music,Sociology,Media,3-5 hours
showa39,Nancy Webb,1,Political Science,Spanish,Academic,5-10 hours
fholt33,Robert Conway,4,Communications,Data Science,Professional,10+ hours
ccraw81,Christopher Fox,3,Psychology,Environmental Studies,Technical,3-5 hours
mscot15,Tonya Diaz,3,Music,Environmental Studies,Technical,5-10 hours
abenn87,Andre Perkins,4,Psychology,Music,Professional,5-10 hours
estev98,Deanna Taylor,3,Art,Data Science,Media,1-3 hours
jjohn79,Kevin Smith,2,Mathematics,Journalism,Social,5-10 hours
plowe57,Aaron Hensley,4,Political Science,Data Science,Media,1-3 hours
ssmit79,Gail Williamson,2,Business,Anthropology,Cultural,3-5 hours
abish49,David Williams,1,Mathematics,Spanish,Technical,3-5 hours
myork92,Dana Lynch,4,Communications,Journalism,Arts,3-5 hours
awood11,Amy Simmons,2,Communications,Business,Academic,5-10 hours
mbrad33,Joseph Brennan DVM,4,Psychology,Linguistics,Academic,5-10 hours
kbaue94,Stephanie Harris,3,Political Science,Philosophy,Social,3-5 hours
jkais88,Manuel Walker,3,Engineering,Business,Academic,1-3 hours
chart48,Natalie Williams,2,Computer Science,Theatre,Social,1-3 hours
msmit13,Carol Berg,2,Business,Women's Studies,Academic,3-5 hours
matki9,Jerry Wallace,1,Chemistry,Art History,Arts,5-10 hours
dlope52,Mark Delgado,4,Music,Linguistics,Arts,3-5 hours
mjenk85,Christopher Matthews,2,Economics,Theatre,Media,1-3 hours
falle84,Yvette Wood,3,Art,Neuroscience,Arts,10+ hours
cnorr9,Jason Solis,4,Physics,Spanish,Academic,1-3 hours
mtayl44,Curtis Martinez,4,Computer Science,Sociology,Social,3-5 hours
aflor27,Kevin Moore,4,Economics,Neuroscience,Professional,10+ hours
dlewi79,Maria Schwartz,1,Communications,Data Science,Technical,10+ hours
gmalo84,Michelle White,1,English,Journalism,Arts,1-3 hours
jpace96,Brooke Smith,1,Communications,Spanish,Media,5-10 hours
cchan11,Stacey Cain,4,Chemistry,Women's Studies,Academic,3-5 hours
rcart68,Jessica Reed,1,Mathematics,Art History,Media,5-10 hours
jkirk6,Michael Simon,1,Psychology,Theatre,Arts,3-5 hours
dcook30,Shane Miller,2,History,Journalism,Academic,3-5 hours
mmora18,Wendy James,2,Chemistry,Statistics,Technical,1-3 hours
hhamp69,Carl Smith,4,Business,Theatre,Technical,10+ hours
cmitc34,Amy Williams,4,Business,Theatre,Professional,5-10 hours
dgray26,James Moyer,4,Business,Journalism,Academic,3-5 hours
awrig20,Jessica Smith,4,English,Spanish,Arts,10+ hours
cgilb1,Amber Wiggins,4,Political Science,Neuroscience,Arts,1-3 hours
lmart89,Paula Cross,4,Art,Philosophy,Cultural,10+ hours
sjohn16,Jeff Barnett,2,Biology,Journalism,Cultural,10+ hours
salle6,Mr. Calvin Johnson,2,English,Anthropology,Media,1-3 hours
jcald34,Heather Moore,1,Computer Science,Neuroscience,Media,10+ hours
iedwa61,Rachel Rodriguez,2,Mathematics,Journalism,Cultural,5-10 hours
rstan22,Christopher Salas,1,Mathematics,Sociology,Arts,10+ hours
chigg30,Gary Doyle,1,Chemistry,Sociology,Arts,3-5 hours
lgarc38,Mary Smith,2,English,Theatre,Technical,3-5 hours
kwint13,Robert Tate,4,Music,Statistics,Technical,3-5 hours
gfull68,Jessica Mccarty,2,Engineering,Women's Studies,Media,1-3 hours
jcraw73,Jesse Stewart,2,Communications,Journalism,Arts,5-10 hours
dyoun13,Kayla Fox,4,Communications,Data Science,Cultural,5-10 hours
ksnyd75,Amy Tran,4,Mathematics,Anthropology,Academic,1-3 hours
sglas45,Dawn Martinez,1,Chemistry,Statistics,Social,10+ hours
abenn29,Norman Chan,1,Computer Science,Sociology,Arts,10+ hours
mmuel52,Rachel Riley,2,Political Science,Art History,Cultural,5-10 hours
rjack47,Eileen Torres,3,Biology,Anthropology,Arts,5-10 hours
afran34,Joseph Huffman DDS,1,Biology,Statistics,Social,10+ hours
nhend97,Jacob Weber,3,Computer Science,Sociology,Arts,3-5 hours
kgibs29,Tony Miller,1,Engineering,Neuroscience,Cultural,3-5 hours
cwyat85,Susan Davis,4,Chemistry,Linguistics,Academic,3-5 hours
jlyon25,Michael Long,2,Physics,Neuroscience,Academic,5-10 hours
kbrad63,Megan Christensen,4,Biology,Art History,Professional,3-5 hours
jsull59,Patty Peterson,3,Biology,Linguistics,Cultural,10+ hours
jmora37,Carmen Rodriguez,3,Psychology,Theatre,Social,1-3 hours
rwils52,Erica Jackson,1,Music,Linguistics,Academic,1-3 hours
nwalt49,Zachary Lee,3,History,Statistics,Professional,1-3 hours
jfran14,Randy Yu,4,English,Sociology,Technical,3-5 hours
astew41,Sandra Blankenship MD,2,Engineering,Philosophy,Cultural,5-10 hours
ddavi94,Gregory Hernandez,2,Business,Business,Professional,10+ hours
rbens75,Ellen Martin,1,Engineering,Environmental Studies,Media,10+ hours
adors65,Andrew Simmons,3,Physics,Philosophy,Media,3-5 hours
amart5,Michael Cherry,2,Computer Science,Environmental Studies,Arts,1-3 hours
rbrow76,Beth Higgins,3,Computer Science,Linguistics,Academic,1-3 hours
dcher99,Laurie Garcia,2,Business,Art History,Social,10+ hours
